blk_cd,admi_cd,dist_sl,bstop_cnt,tackji_ratio,dist_subway,dist_highway,blk_pop,od_cnt,tackji_ratio2
432709,41463550,90,0,0,1366,2480,0,0,1
70739,41590586,110,2,1,1712,1287,0,283,1
349662,41590520,110,1,0,1374,2986,0,25,1
432649,41463550,90,0,0,1171,2682,0,0,0.732720667
30241,41590310,110,2,0,4889,255,0,24,0
534707,41590587,110,3,0,826,1498,0,36,0
532941,41590530,110,3,0,923,1516,0,37,0
360437,41590530,110,2,0,622,1841,0,18,0
500868,41590530,110,2,0,477,2124,0,26,0
435329,41590570,110,1,0,1637,1291,0,14,0
433715,41590530,110,2,0,500,2159,11,26,0
537996,41590259,150,1,0,13922,2096,0,6,1
435218,41590530,110,2,0,676,1299,0,19,0
533486,41590550,90,2,0,1126,2956,0,143,0
360059,41590310,110,2,0,6352,736,0,15,0
347693,41590540,110,2,0,1297,2205,0,43,0.837510818
536143,41590610,110,3,1,3130,3592,0,247,1
532636,41590530,110,3,0,994,1471,0,37,0
435130,41590587,110,2,0,940,1424,0,29,0
29643,41590253,110,3,0,4302,1057,0,37,0
57538,41590587,110,3,1,1582,2173,1355,50,1
31511,41590560,110,2,0,3918,1373,0,29,0
434138,41590560,110,3,0,4158,1161,0,48,0
31589,41590570,110,1,0,995,866,0,11,0
435067,41590530,110,2,0,949,1580,0,27,0
532635,41590587,110,2,0,898,1423,3,29,0
36273,41590530,110,3,0,1020,1388,0,37,0
433783,41590570,110,1,0,1708,1329,0,14,0
434882,41590570,110,2,0,1774,952,33,15,0
30984,41590530,110,1,0,754,1830,0,8,0
65758,41590540,110,4,0,1703,2413,0,59,0
345580,41590520,110,2,0.725552454,113,1617,11,7,0.725552454
434823,41590530,110,2,0,413,1999,26,12,0
511024,41590530,110,2,0,318,1689,0,11,0
30217,41590310,110,3,0,5964,1201,34,17,0
510982,41590253,110,4,0,5473,308,0,23,0.730936474
31592,41590570,110,2,0,1108,863,0,25,0
56675,41590530,110,1,0,533,1947,0,8,0
29329,41590530,110,3,0,720,1725,0,37,0
433814,41590520,110,3,0,306,1976,9,29,0
435445,41590530,110,2,0,438,2045,7,12,0
435520,41590590,110,4,1,1636,1723,0,203,1
360582,41590540,110,4,0,1413,2714,0,60,1
433549,41590540,110,3,0,1800,2653,0,22,0.097271222
433668,41590520,110,5,0,1042,2685,85,90,0
53897,41590587,110,4,0.885444311,1609,2395,3180,59,0.122211006
433636,41590520,110,5,0.008133036,1727,2394,0,71,0.008133036
433952,41590253,110,4,0,4445,1094,767,26,0
535901,41590515,130,3,1,3850,6213,0,9,1
29707,41590253,110,3,0,5998,417,0,148,0.061721143
435099,41590588,110,2,1,977,1541,0,7,1
29551,41590253,110,1,0,4897,376,0,20,0
31586,41590570,110,2,0,1028,907,1762,25,0
31476,41590530,110,1,0,501,1946,2688,8,0
350568,41590253,110,7,0,4609,1154,0,49,0
433470,41590253,110,3,0,4969,734,0,65,0
433316,41590520,100,0,0,851,4852,0,13,0
434189,41590253,110,3,0,6367,758,0,130,0.075572929
31482,41590530,110,1,0,716,1875,0,8,0
435017,41590530,110,1,0,1009,1548,0,19,0
534709,41590587,110,3,0,766,1433,0,36,0
433895,41590253,110,6,0,5881,637,767,11,1
433830,41590253,110,3,0,6408,897,0,130,0.022690107
433528,41590540,110,4,0,1320,2807,0,68,0.942563743
63339,41590540,110,4,0,1654,2765,0,43,1
435517,41590590,110,4,1,1848,1894,0,216,1
348279,41590585,110,5,1,1656,1895,0,490,1
435519,41590530,110,2,1,261,1434,0,7,1
349525,41590520,110,1,0,1462,3093,0,6,0.888940692
30236,41590310,110,2,0,6559,1137,19,16,0
435246,41590587,110,3,0,534,930,0,41,0
36116,41590587,110,1,0,900,1358,0,19,0
538032,41590540,110,3,0,1662,3129,0,35,0.00070163
535898,41590515,130,3,1,3947,6142,2193,9,1
434659,41590586,110,1,1,1380,1016,0,283,1
433647,41590520,110,4,0,953,2619,0,84,0
434839,41590570,110,2,0,1637,920,0,15,0
436137,41590610,110,5,1,3655,3406,0,276,1
435301,41590585,110,4,1,1573,2042,58,51,1
348225,41590587,110,2,1,1364,2020,0,41,1
435387,41590585,110,4,1,1586,2026,107,24,1
435875,41590600,110,0,1,2951,1941,0,0,1
536849,41590515,130,3,1,3706,6327,0,9,1
510954,41590253,110,4,0,5565,342,0,7,0
433491,41590253,110,5,0,4459,1486,49,30,0
433476,41590253,110,5,0,4874,841,0,90,0
350570,41590253,110,7,0,4698,1062,0,66,0
27456,41590520,110,1,0,983,2544,1844,22,0
281598,41590253,110,7,0,4640,1147,0,49,0
434091,41590560,110,2,0,4045,1242,0,29,0
3755,41590310,110,2,0,7254,894,171,2,0
62065,41590530,110,1,0,533,2082,0,8,0
434952,41590590,110,6,1,1472,1773,0,223,1
348274,41590587,110,5,1,1316,1845,0,74,1
30463,41590320,110,1,0,6880,824,140,1,0
433490,41590253,110,6,0,4856,911,0,91,0
500867,41590530,110,2,0,943,1254,3876,29,0
354066,41590253,110,3,0,5154,933,0,65,0
360259,41590530,110,1,0,570,2106,0,8,0
433513,41590253,110,4,0,4926,918,0,85,0
533493,41590530,110,0,0,709,2062,0,0,0
433947,41590253,110,6,0,4474,1281,31,35,0
532905,41590588,110,4,0.999948614,2264,2712,0,305,0.999948614
435485,41590590,110,3,1,1796,1609,0,201,1
70458,41590587,110,5,1,998,1539,5434,46,1
72595,41590587,110,6,1,664,1337,0,51,1
72594,41590587,110,7,1,702,1338,0,63,1
434079,41590560,110,3,0,4038,1282,0,48,0
533198,41590253,110,0,0,5163,312,0,0,0
503206,41590520,110,2,0,505,2165,55,26,0
353876,41590253,110,1,0,7870,1474,1431,1,0
433896,41590253,110,2,0,4399,1001,0,27,0
348269,41590587,110,4,1,1196,1865,0,65,1
72587,41590587,110,5,1,641,1320,0,46,1
287456,41590585,110,3,1,1795,1728,0,600,1
532928,41590588,110,5,1,1600,1991,0,279,1
539126,41590600,110,1,1,2087,3588,0,69,1
348614,41590585,110,5,1,1080,1288,0,37,1
348612,41590585,110,3,1,1146,1310,1836,301,1
348607,41590585,110,3,1,1540,1509,0,607,1
538000,41590259,150,1,0,13650,2612,0,4,1
435454,41590590,110,3,1,1662,1552,0,201,1
434161,41590253,110,3,0,4160,1218,490,37,0
433479,41590520,110,1,0,827,2342,178,22,0
64606,41590540,110,4,0,1224,2585,0,68,0
345631,41590587,110,3,0,423,1038,0,35,0
435156,41590587,110,1,0,849,1210,0,19,0
31614,41590570,110,2,0,2365,672,0,14,0
28995,41590253,110,2,0,4338,962,0,29,0
349680,41590520,110,2,0,1063,2641,75,38,0
433920,41590253,110,6,0,4446,1369,37,35,0
435066,41590585,110,3,1,1611,1656,0,600,1
36615,41590585,110,3,1,1431,1555,0,607,1
433596,41590520,110,5,0,1058,2726,18,90,0
350598,41590253,110,2,0,5007,986,0,40,0
29664,41590253,110,1,0,4867,490,0,20,0
434093,41590560,110,3,0,3999,1316,0,48,0
434144,41590253,110,3,0,4240,1092,0,37,0
80228,41590560,110,5,0,4169,1685,7,30,0
36225,41590587,110,1,0,934,1363,3760,19,0
435336,41590570,110,2,0,1285,1218,14,25,0
433468,41590253,110,8,0,4583,1277,645,75,0
435284,41590530,110,2,0,428,2083,22,26,0
31088,41590530,110,1,0,797,1774,0,8,0
434776,41590586,110,1,1,1317,880,139,283,1
434567,41590600,110,1,1,2176,3654,0,69,1
36557,41590587,110,8,1,815,1406,0,75,1
520069,41590588,110,6,1,1745,2099,1637,280,1
434556,41590600,110,1,1,2159,3648,0,69,1
30136,41590310,110,2,0,5425,487,56,6,0
348237,41590587,110,3,1,1330,1973,0,53,1
348241,41590587,110,2,1,1227,1902,0,43,1
537910,41590590,110,3,1,1926,1857,0,199,1
434613,41590600,110,1,1,2211,3680,0,69,1
532912,41590600,110,1,1,2145,3646,0,69,1
434619,41590600,110,1,1,2250,3709,0,69,1
536142,41590610,110,3,1,2980,3678,0,247,1
434853,41590585,110,5,1,1754,1932,0,490,1
347538,41590540,110,3,0,1753,2599,0,46,0.227804695
436297,41590610,110,9,1,3639,3518,0,434,1
58229,41590310,110,2,0,5203,338,85,6,0
532925,41590253,110,6,0,5367,233,388,24,3.37E-08
435523,41590585,100,3,1,1996,1760,0,21,1
503898,41590530,110,3,0.458055025,363,1550,0,21,0.458055025
348436,41590587,110,6,1,932,1491,0,50,1
436316,41590610,110,1,1,2796,4220,0,60,1
511080,41590588,110,1,1,2317,2985,0,101,1
348228,41590587,110,2,1,1307,1992,0,41,1
348231,41590587,110,2,1,1305,1991,0,41,1
536972,41590590,110,5,1,1480,1613,0,206,1
536971,41590590,110,5,1,1547,1672,0,206,1
434850,41590590,110,3,1,1896,1964,0,89,1
536977,41590590,110,5,1,1410,1540,0,208,1
282647,41590570,110,2,0,2521,786,0,14,0
435452,41590530,110,3,0,257,1887,0,15,0
350569,41590253,110,7,0,4737,1012,0,66,0
433471,41590520,110,4,0,1259,2917,0,68,0
31287,41590520,110,0,0,2362,3947,0,0,0
436246,41590600,110,7,1,3760,2835,0,407,1
434992,41590588,110,3,1,1182,1614,1787,11,1
511074,41590588,110,5,1,1352,1750,0,96,1
539125,41590600,110,1,1,2045,3547,0,69,1
434597,41590600,110,1,1,2214,3651,0,69,1
184669,41590586,110,2,1,1672,1454,0,569,1
511010,41590588,110,4,1,2065,2619,0,291,1
435182,41590585,110,2,0.986934399,1225,1152,0,296,0.986934399
434195,41590253,110,6,0,5790,517,204,76,0.9818047
328202,41590259,150,3,0,12683,3251,0,27,1
433837,41590253,110,6,0,5418,194,0,58,0.385740551
184612,41590586,110,2,1,1729,1504,0,569,1
360065,41590310,110,3,0,5063,236,145,26,0
510830,41590253,110,9,0,5049,318,589,140,0.00074408
435495,41590585,110,4,1,1555,1986,88,24,1
433775,41590590,100,2,1,1756,1471,0,139,1
30216,41590310,110,2,0,6366,2556,217,1,0.25406634
434749,41590586,110,2,1,1963,1527,0,283,1
345635,41590587,110,3,0.002077973,344,970,13,35,0.002077973
532600,41590253,110,7,0,5710,454,42,80,0.133933176
434773,41590586,110,1,1,1426,1109,0,283,1
435933,41590610,110,1,1,2953,3537,0,60,1
432719,41590550,90,2,0,1368,2497,0,70,0.047426407
434587,41590600,110,1,1,2136,3595,0,69,1
435018,41590585,110,5,1,1167,1521,93,45,1
433897,41590253,110,6,0,6349,877,0,135,0
335864,41590310,110,2,0,6315,762,0,15,0
538973,41590587,110,4,0,646,1307,0,46,0
344065,41590587,110,5,1,725,1185,0,39,1
27460,41590530,110,1,0,1015,1471,0,19,0
340219,41590586,110,2,1,1905,1608,0,324,1
536867,41590588,110,2,1,778,2048,0,101,1
532646,41590610,120,2,1,3189,4239,0,260,1
434841,41590590,110,5,1,1768,1850,0,220,1
348236,41590587,110,2,1,1325,1984,0,41,1
433870,41590590,100,2,0.999620003,2283,400,0,40,0.999620003
519133,41590253,110,6,0,5344,270,23,37,0.059812575
434162,41590253,110,2,0,6510,910,0,130,1
532621,41590520,110,4,0,1274,2917,0,68,0.924167642
347578,41590540,110,4,0,1599,2559,0,67,1
536888,41590588,110,5,1,1883,2413,0,308,1
345633,41590587,110,3,0.019969767,354,1002,35,35,0.019969767
536879,41590588,110,4,1,1398,2147,0,216,1
435118,41590585,110,2,1,1304,1280,0,296,1
30228,41590310,110,2,0,6505,1219,0,16,0
433691,41590520,110,2,0,573,1869,246,7,0
354067,41590253,110,2,0,5079,989,0,40,0
180798,41590585,110,2,1,1589,1425,0,569,1
347722,41590540,110,2,0,1222,2292,0,51,0
435171,41590570,110,2,0,2493,734,0,14,0
345632,41590587,110,4,0.001278013,348,1020,0,46,0.001278013
536968,41590588,110,4,1,2118,2620,0,291,1
511092,41590588,110,5,1,1932,2500,0,308,1
436215,41590610,110,8,1,3925,3235,84,377,1
435107,41590585,110,2,1,1637,1539,0,597,1
30234,41590310,110,2,0,7015,2024,68,1,0.862671627
348587,41590587,110,7,1,841,1251,0,60,1
348229,41590587,110,4,1,1364,1981,0,65,1
329527,41590586,110,2,1,1533,1157,6628,283,1
532595,41590588,110,2,1,686,2062,0,101,1
434783,41590586,110,2,1,1913,1335,0,324,1
433584,41590520,110,2,0,484,2154,0,26,0
433585,41590520,110,3,0,319,1926,0,29,0
353887,41590253,110,6,0,5457,187,0,37,1
435310,41590540,110,1,0,1085,1912,0,30,1
435194,41590530,110,3,0,789,1641,0,37,0
348435,41590587,110,6,1,959,1480,0,50,1
347721,41590540,110,3,0,1320,2275,0,64,0.036339226
347576,41590540,110,4,0,1635,2579,0,67,1
434860,41590590,110,4,1,1860,1952,0,216,1
511044,41590588,110,4,1,2026,2657,0,291,1
511016,41590588,110,2,1,1752,2663,0,13,1
434405,41590586,110,2,1,2081,1482,0,324,1
348615,41590587,110,8,1,715,1264,0,75,1
536873,41590588,100,3,1,732,1491,0,44,1
536136,41590610,110,3,1,3160,3638,0,247,1
336872,41590587,110,5,1,477,1152,0,46,1
434537,41590600,110,1,1,2065,3545,0,69,1
30182,41590310,110,2,0,6894,2237,213,1,0.142991901
435020,41590588,110,4,1,1252,1677,0,73,1
30778,41590570,110,2,0,1002,1033,0,25,0
435491,41590570,110,2,0,1608,1067,6,15,0
511104,41590530,110,1,0,403,1808,0,8,0
347020,41590540,110,2,0,1015,2293,0,51,0
434115,41590560,110,2,0,4195,1137,0,32,0
434102,41590560,110,3,0,4158,1159,0,51,0
434721,41370550,110,0,0,1365,413,0,1,0
3318,41590540,110,5,0,1583,2882,0,68,0.998729324
434866,41590590,110,5,1,1679,1788,0,220,1
538968,41590587,110,1,0,717,1334,0,10,0
348285,41590585,110,5,1,1684,1859,0,490,1
347512,41590540,110,5,0,1489,2581,0,73,1
345618,41590587,110,2,0.960893073,1653,2331,0,41,0.960893073
539199,41590610,120,2,1,3169,4202,0,260,1
434157,41590560,110,6,0,3829,1717,43,35,0
31335,41590560,110,2,0,3946,1374,0,32,0
435432,41590570,110,1,0,1583,1208,0,14,0
31606,41590570,110,2,0,2436,812,0,14,0
31552,41590570,110,1,0,1535,1593,29,14,0
184670,41590586,110,2,1,1603,1395,0,569,1
345624,41590587,110,3,0.981744291,1556,2211,0,54,0.981744291
503108,41590587,110,3,0.996581924,1742,2322,0,50,0.996581924
432462,41590253,110,1,0,6162,738,223,2,0.078701919
536139,41590610,110,2,1,2945,3619,0,67,1
435490,41590585,110,6,1,1457,1949,68,75,1
329524,41590586,110,2,1,1839,1418,0,283,1
433935,41590253,110,4,0,4946,603,0,70,0
536966,41590588,110,3,1,2180,2648,0,288,1
31053,41590530,110,1,0,588,1914,0,8,0
31013,41590530,110,1,0,883,1775,0,8,0
31077,41590530,110,1,0,541,1898,0,8,0
435121,41590587,110,6,0.982134152,319,997,611,56,0.982134152
436458,41590610,110,3,1,3098,3873,117,247,1
434328,41590253,110,1,0,5806,399,178,69,0.996744477
434759,41590586,110,1,1,1346,831,66,283,1
436243,41590610,110,7,1,3750,3112,0,356,1
434978,41590588,110,3,1,1133,1576,0,11,1
348613,41590587,110,7,1,771,1258,3140,63,1
434194,41590253,110,2,0,6508,916,0,130,1
504214,41590585,110,3,1,1644,2094,0,23,1
435381,41590585,110,4,1,1638,2106,110,51,1
432864,41590253,110,2,0,5300,488,46,24,0
435395,41590530,110,1,0,586,2168,0,8,0
349665,41590520,110,3,0,1376,3011,0,47,1
435449,41590585,110,5,1,1536,2006,33,63,1
354549,41590586,110,2,1,1953,1323,0,324,1
435208,41590588,110,2,1,1147,2022,0,11,1
536122,41590610,110,1,1,2681,3823,0,60,1
435113,41590585,110,6,1,1047,1296,0,49,1
347730,41590540,110,2,0.004859506,1285,2012,0,43,0.998025975
348262,41590587,110,2,1,1189,1874,0,41,1
30232,41590310,110,5,0,7328,1481,106,19,6.08E-05
433927,41590520,110,0,0,1389,2829,0,0,0.145202242
536970,41590590,110,6,1,1418,1654,1439,223,1
27688,41590253,110,2,0,4304,976,0,29,0
360058,41590310,110,5,0,6634,603,15,23,0
511013,41590588,110,2,1,1658,2604,0,13,1
348255,41590587,110,4,1,1276,1872,0,65,1
435505,41590585,110,5,1,1770,1996,0,490,1
504218,41590590,110,4,1,1732,1697,0,203,1
511065,41590588,110,2,1,1399,2337,0,13,1
435507,41590585,110,6,1,1503,1914,47,48,1
348513,41590586,100,1,1,1578,1925,2935,324,1
433760,41590587,110,3,1,1817,2370,0,50,1
435059,41590590,110,0,1,2567,2760,0,0,1
537071,41590600,100,1,1,1744,2197,0,10,1
58788,41590310,110,2,0,6678,1151,95,16,0
433737,41590520,110,3,0,235,1903,23,29,0
435349,41590570,110,1,0,1693,1191,0,14,0
30161,41590310,110,1,0,6467,1255,0,14,0
349673,41590520,110,0,0,1134,2634,0,0,0
434205,41590253,110,3,0,5708,407,0,69,0
31582,41590570,110,1,0,1342,1280,57,14,0
536884,41590588,110,2,1,1934,2764,0,104,1
503787,41590586,110,1,1,1360,905,132,283,1
535896,41590515,130,3,1,4066,6001,0,8,1
354536,41590586,110,2,1,1892,1281,0,324,1
348518,41590586,110,2,1,1882,1610,0,324,1
511061,41590588,110,1,1,2127,2967,0,101,1
436288,41590600,110,0,1,3175,2413,0,0,1
511033,41590590,110,1,1,2244,2391,0,10,1
533499,41590590,110,6,1,1532,1748,0,223,1
511034,41590590,110,2,1,2273,2472,0,11,1
434334,41590588,110,2,1,1199,2149,0,11,1
532284,41590588,110,2,1,764,1973,0,101,1
519341,41590253,110,3,0,4369,947,0,48,0
435341,41590530,110,3,0,308,1938,10,15,0
31584,41590570,110,3,0,1175,573,0,26,0
532581,41590610,110,1,1,2838,3831,0,60,1
281438,41590587,110,2,1,1183,1868,0,41,1
343985,41590585,110,3,1,1218,1252,0,301,1
348263,41590587,110,2,1,1182,1868,0,41,1
72931,41590587,110,6,1,620,1128,0,51,1
538953,41590610,110,2,1,3092,4100,0,260,1
533166,41590253,110,8,0,5770,572,16,28,0.393468673
433858,41590253,110,6,0,5836,589,797,11,1
436365,41590600,110,2,1,2372,3752,0,129,1
535176,41590600,110,1,1,2334,3786,0,69,1
62777,41590530,110,1,0,710,1810,0,8,0
31597,41590570,110,2,0,1080,796,0,25,0
435053,41590530,110,2,0,1009,1446,0,29,0
30166,41590310,110,1,0,6194,465,0,1,0
435054,41590530,110,2,0,1003,1431,0,29,0
435344,41590570,110,2,0,1174,1140,0,25,0
329785,41590253,110,6,0,4401,1276,0,35,0
330489,41590520,110,1,0,1394,3020,0,25,1
536964,41590588,110,3,1,2216,2747,0,288,1
184718,41590586,110,2,1,1526,1329,0,569,1
435264,41590588,110,2,1,997,1947,0,11,1
72834,41590585,110,2,1,1520,1412,0,296,1
345577,41590587,110,4,0.068415477,411,1073,0,46,0.068415477
434709,41590586,110,2,1,1554,1035,0,283,1
348519,41590586,110,2,1,1971,1519,0,324,1
347679,41590540,110,5,0,1575,2617,0,73,1
434337,41590588,110,2,1,1285,2205,0,11,1
31643,41590585,100,3,1,2286,1240,0,81,1
243742,41590253,110,3,0,5110,818,0,65,0
433632,41590540,110,3,0,1029,2507,0,62,0
433512,41590520,110,3,0,1029,2667,64,63,0
433886,41590253,110,6,0,4518,1202,0,35,0
31621,41590570,110,1,0,2518,354,46,14,0
433504,41590520,110,2,0,943,2541,77,38,0
249039,41590253,110,5,0,4800,1023,0,66,0
354540,41590586,110,2,1,1954,1569,0,324,1
434719,41590588,110,2,1,1237,2126,3515,11,1
503664,41590600,110,1,1,2081,3517,0,69,1
434458,41590610,110,1,1,2685,3866,0,55,1
535696,41590588,110,2,1,745,2118,0,101,1
538952,41590610,110,2,1,3008,4032,0,260,1
436230,41590600,110,0,0,2359,2002,0,0,0.860586441
433811,41590590,110,0,1,2231,1867,0,0,1
348247,41590587,110,3,1,1292,1938,0,53,1
504005,41590587,110,5,1,716,1399,0,46,1
435132,41590585,110,6,1,1047,1420,97,49,1
73057,41590587,110,6,1,495,1132,0,51,1
536959,41590588,110,1,1,2394,2979,0,101,1
348443,41590586,110,2,1,1566,1259,0,569,1
434655,41590588,110,3,1,591,1967,0,178,1
532616,41590588,110,5,1,1762,2545,0,301,1
536871,41590588,110,1,1,913,2033,0,1,1
29602,41590253,110,7,0,5847,629,0,28,1
360441,41590540,110,4,0,1584,2910,0,60,0.997202819
435014,41590590,110,0,1,2535,2726,0,0,1
536137,41590610,110,3,1,3023,3550,0,247,1
434350,41590586,110,2,1,1932,1404,0,283,1
434078,41590560,110,3,0,4186,1137,17,48,0
29603,41590253,110,5,0,4854,776,0,90,0
533505,41590253,110,0,0,5021,209,0,17,0
233023,41590253,110,4,0,5898,369,79,148,0
350586,41590253,110,5,0,4937,1002,0,86,0
434867,41590570,110,2,0,1691,896,0,15,0
29567,41590253,110,2,0,5630,84,818,69,0
76009,41590570,110,1,0,1953,1061,11,1,0
510885,41590253,110,7,0,5083,1411,0,70,0
434811,41590570,110,2,0,1172,1171,0,25,0
435473,41590570,110,3,0,1749,352,0,30,0
435373,41590530,110,1,0,591,1979,0,8,0
535910,41590515,130,3,1,4083,5985,0,8,1
539194,41590610,110,2,1,3028,4070,0,260,1
434430,41590610,110,1,0.994338066,3235,4160,56,205,0.994338066
537993,41590259,150,2,0,13867,2146,0,12,1
537051,41590259,150,3,0,13549,2423,0,17,1
434685,41590610,110,2,0.078857636,3425,4092,0,175,0.078857636
434707,41590586,110,2,1,1705,1168,0,283,1
511060,41590588,110,1,1,2249,3061,0,101,1
536886,41590588,110,1,1,2026,2898,0,101,1
435415,41590570,110,2,0,1780,1048,47,15,0
31449,41590560,110,0,0,3320,2187,0,0,0
434191,41590253,110,5,0,6211,694,83,199,0
348523,41590560,110,3,0,3915,1415,0,48,0
31505,41590570,110,2,0,1834,1174,38,15,0
433699,41590570,110,0,0,1747,1373,0,0,0
31587,41590570,110,1,0,1865,1000,35,1,0
433487,41590253,110,3,0,4924,792,0,65,0
435261,41590590,100,2,1,1595,1334,0,139,1
536962,41590588,110,3,1,2220,2804,0,288,1
434395,41590586,110,2,1,1981,1312,0,324,1
536957,41590588,110,2,1,2283,2906,0,102,1
434481,41590586,110,1,1,2141,1469,212,324,1
360589,41590540,110,5,0,1304,2678,0,76,0.185402325
532336,41590588,110,5,1,1767,2229,0,217,1
510998,41590600,100,3,0.016946471,1178,2720,0,18,0.016946471
434479,41590600,100,3,1,1246,2794,0,43,1
433488,41590253,110,3,0,4917,822,0,65,0
29635,41590253,110,2,0,4505,788,0,29,0
281756,41590253,110,2,0,5042,1029,0,40,0
349691,41590520,110,4,0,1186,2840,0,68,0
433718,41590520,110,3,0,797,2458,48,63,0
434007,41590550,100,2,0,1726,2521,15,37,0
434766,41590588,110,2,1,1495,2309,0,13,1
535677,41590550,100,2,0,2386,2412,0,8,0
510958,41590550,100,2,0,2507,2784,0,17,0
534729,41590550,100,2,0,2331,2345,0,8,0
538036,41590520,100,2,0,2081,2992,0,14,0
532626,41590588,110,1,1,823,1975,0,1,1
510953,41590550,100,3,0,2619,2667,0,19,0
434541,41590600,110,1,1,2100,3570,0,69,1
349685,41590520,110,3,0,1273,2920,0,47,0
534972,41590515,130,3,1,3772,6333,0,9,1
520071,41590588,110,3,1,1867,2688,0,114,1
30211,41590310,110,2,0,6835,1813,43,1,0.287961059
536131,41590610,110,1,1,2749,3828,0,60,1
536129,41590610,110,1,1,2746,3788,0,60,1
532614,41590600,100,1,1,1245,2499,0,10,1
538200,41590588,110,2,0.879141751,1895,2787,0,104,0.879141751
536885,41590588,110,1,1,2053,2875,0,101,1
434352,41590586,110,2,1,1659,1154,0,283,1
360052,41590310,110,2,0,6609,1073,63,16,0
345644,41590587,110,2,0,331,926,0,22,0
30214,41590310,110,1,0,5661,1877,517,1,0.189782212
503777,41590588,110,2,1,742,1859,0,78,1
348477,41590586,110,2,1,1853,1321,0,283,1
348511,41590586,110,2,1,1825,1323,0,283,1
348479,41590586,110,2,1,1905,1582,0,324,1
281513,41590520,110,3,0,1438,3024,0,52,1
532899,41590600,110,2,1,2447,3911,0,129,1
537063,41590610,110,3,1,3036,3608,0,247,1
241650,41590253,110,5,0,5598,384,0,27,0.786929469
434040,41590550,100,1,0,2419,3268,131,9,0
434264,41590550,100,2,0,1525,2653,0,70,0
345645,41590587,110,1,0,414,936,0,10,0
56959,41590530,110,1,0,602,2262,0,22,0
25460,41590253,110,2,0,4266,1016,0,29,0
345643,41590587,110,2,0,389,964,0,22,0
511103,41590588,110,3,1,1818,2677,0,114,1
535174,41590600,110,1,1,2366,3821,0,69,1
535905,41590515,130,3,1,4193,5834,0,8,1
